customer_id,full_name,customer_segment,customer_country,country_risk_level,kyc_status,pep_flag,transaction_count,total_transaction_amount,average_transaction_amount,max_transaction_amount,average_transaction_risk_score,max_transaction_risk_score,alert_count,critical_transaction_count,high_transaction_count,medium_transaction_count,watchlist_match_count,suspicious_label_count,customer_rule_based_risk_score,customer_risk_band,customer_review_priority
CUST000482,Muhammad Khan,SME,United Kingdom,Low,Verified,0,8,3485.11,435.64,3190.83,28.12,71,3,0,1,2,0,2,46.98,Medium,P3
CUST000231,Isabella Ali,Retail,India,Medium,Verified,0,4,238.65,59.66,184.12,37.0,66,3,0,1,2,0,2,46.95,Medium,P3
CUST000788,Grace Miller,Retail,France,Low,Verified,0,10,1034.78,103.48,482.85,29.9,61,5,0,1,4,0,2,46.92,Medium,P3
CUST000182,James Jones,Retail,Canada,Low,Verified,0,11,568.65,51.7,110.38,29.82,61,5,0,1,4,0,2,46.9,Medium,P3
CUST000179,Oliver Hall,Corporate,Pakistan,Medium,Verified,0,9,255.78,28.42,54.14,29.78,61,5,0,1,4,0,1,46.9,Medium,P3
CUST000006,Noah Davies,Private Banking,Germany,Low,Verified,0,12,337.27,28.11,127.24,24.25,55,5,0,1,4,1,0,46.81,Medium,P3
CUST000255,Sophia Robinson,SME,France,Low,Verified,0,12,3620.85,301.74,2956.9,31.42,51,8,0,0,8,0,2,46.8,Medium,P3
CUST000751,Lucas Ali,SME,United Kingdom,Low,Verified,0,10,291.18,29.12,119.04,29.3,61,4,0,2,2,0,3,46.78,Medium,P3
CUST000080,Mia Davies,Retail,Spain,Low,Verified,0,6,155.88,25.98,46.97,36.5,57,4,0,2,2,0,3,46.78,Medium,P3
CUST000218,Maya Green,Retail,Canada,Low,Verified,0,8,405.74,50.72,194.23,27.12,71,2,0,2,0,0,2,46.73,Medium,P3
CUST000374,Daniel Wright,Retail,Pakistan,Medium,Verified,0,9,659.34,73.26,213.89,21.89,65,3,0,1,2,1,0,46.72,Medium,P3
CUST000271,Oliver Patel,Retail,Italy,Low,Verified,0,12,4299.88,358.32,3759.66,29.92,56,6,0,1,5,0,3,46.68,Medium,P3
CUST000565,Hannah Smith,Retail,United Kingdom,Low,Verified,0,7,400.5,57.21,121.56,36.14,57,4,0,2,2,0,3,46.68,Medium,P3
CUST000686,Sophia Davies,Retail,Germany,Low,Verified,0,5,233.38,46.68,66.83,35.6,66,3,0,1,2,0,2,46.6,Medium,P3
CUST000441,Adam Smith,SME,France,Low,Verified,0,12,4738.87,394.91,2850.74,27.58,61,5,0,1,4,0,1,46.34,Medium,P3
CUST000387,Hannah Robinson,SME,United States,Low,Verified,0,7,2266.37,323.77,1654.42,29.29,60,3,0,1,2,1,1,46.32,Medium,P3
CUST000067,Aisha Wright,Corporate,Nigeria,High,Verified,0,4,642.4,160.6,332.44,42.5,57,4,0,1,3,0,1,46.28,Medium,P3
CUST000458,Grace Green,Retail,India,Medium,Verified,0,6,6011.8,1001.97,5763.3,34.33,66,3,0,1,2,0,3,46.28,Medium,P3
CUST000485,Sophia Patel,Retail,Singapore,Low,Verified,0,9,433.79,48.2,103.05,34.44,57,5,0,1,4,0,3,46.26,Medium,P3
CUST000619,Mia Smith,Retail,France,Low,Verified,0,8,1308.22,163.53,704.72,25.25,71,3,0,1,2,0,1,46.26,Medium,P3
CUST000381,Ali Ali,Retail,Canada,Low,Verified,0,8,396.95,49.62,115.18,29.88,55,4,0,1,3,1,0,46.22,Medium,P3
CUST000721,Sophia Wilson,Corporate,Canada,Low,Verified,0,11,491.89,44.72,143.83,26.0,66,4,0,1,3,0,1,46.2,Medium,P3
CUST000673,Muhammad Khan,SME,Pakistan,Medium,Verified,0,11,436.63,39.69,104.3,27.73,56,6,0,1,5,0,1,46.13,Medium,P3
CUST000046,Maya Davies,Retail,Netherlands,Low,Verified,0,11,492.69,44.79,171.18,23.91,67,4,0,1,3,0,2,46.13,Medium,P3
CUST000083,Ali Patel,Retail,France,Low,Verified,0,13,3699.14,284.55,3138.05,25.69,66,4,0,1,3,0,3,46.12,Medium,P3
CUST000141,Mia Green,Corporate,Netherlands,Low,Verified,0,12,750.02,62.5,276.89,25.75,57,5,0,2,3,0,2,46.09,Medium,P3
CUST000538,Daniel Robinson,Retail,Singapore,Low,Verified,0,7,506.82,72.4,280.3,35.57,56,5,0,1,4,0,2,46.09,Medium,P3
CUST000237,Daniel Brown,Retail,Netherlands,Low,Verified,0,7,408.25,58.32,124.09,35.57,56,5,0,1,4,0,3,46.09,Medium,P3
CUST000411,Grace Thomas,Retail,Netherlands,Low,Verified,0,10,7728.02,772.8,7475.76,25.1,66,4,0,1,3,0,1,45.98,Medium,P3
CUST000379,Daniel Brown,SME,Turkey,High,Verified,0,11,389.08,35.37,137.37,33.18,57,5,0,1,4,0,2,45.94,Medium,P3
CUST000986,Hannah Khan,Retail,Canada,Low,Verified,0,9,1066.42,118.49,513.89,27.78,60,3,0,1,2,1,1,45.94,Medium,P3
CUST000099,Hannah Hussain,Retail,Nigeria,High,Verified,0,10,5455.74,545.57,4700.82,34.7,56,5,0,1,4,0,2,45.88,Medium,P3
CUST000685,Aisha Jones,Retail,Italy,Low,Verified,0,14,3504.94,250.35,3004.3,25.5,61,5,0,1,4,0,2,45.82,Medium,P3
CUST000004,Daniel Patel,Retail,France,Low,Verified,0,9,399.71,44.41,114.13,28.11,55,4,0,1,3,1,1,45.78,Medium,P3
CUST000196,Fatima Wright,Retail,Italy,Low,Verified,0,12,4941.73,411.81,4026.6,25.25,61,5,0,1,4,0,2,45.76,Medium,P3
CUST000624,Ali Clarke,Retail,Germany,Low,Verified,0,18,1082.15,60.12,193.25,25.22,52,8,0,0,8,0,2,45.7,Medium,P3
CUST000265,Amelia Patel,Retail,Singapore,Low,Verified,0,13,557.97,42.92,160.11,25.77,56,6,0,1,5,0,2,45.64,Medium,P3
CUST000632,Noah Miller,Retail,Singapore,Low,Verified,0,4,253.93,63.48,120.68,40.75,61,3,0,1,2,0,2,45.64,Medium,P3
CUST000273,Leo Wilson,Private Banking,Netherlands,Low,Verified,0,8,331.63,41.45,88.33,30.88,62,4,0,1,3,0,1,45.62,Medium,P3
CUST000810,Grace Taylor,Corporate,India,Medium,Verified,0,7,4404.83,629.26,4220.8,32.57,61,3,0,2,1,0,3,45.59,Medium,P3
CUST000415,Zara Ali,Retail,United States,Low,Verified,0,8,3703.98,463.0,2811.53,30.38,62,4,0,1,3,0,3,45.5,Medium,P3
CUST000795,Ali Hussain,Retail,France,Low,Verified,0,13,595.28,45.79,181.03,32.38,43,9,0,0,9,0,0,45.44,Medium,P3
CUST000082,Amelia Hall,Retail,Italy,Low,Verified,0,14,2862.95,204.5,1425.49,24.71,56,6,0,1,5,0,1,45.38,Medium,P3
CUST000818,Grace Hall,Retail,Pakistan,Medium,Verified,0,9,462.12,51.35,194.24,26.33,55,4,0,1,3,1,1,45.33,Medium,P3
CUST000129,James Patel,Retail,France,Low,Verified,0,10,376.57,37.66,102.68,26.3,55,4,0,1,3,1,1,45.32,Medium,P3
CUST000466,Ethan Thomas,SME,United Arab Emirates,Medium,Verified,0,12,600.43,50.04,120.7,29.75,53,7,0,0,7,0,1,45.29,Medium,P3
CUST000334,Lucas Jones,Retail,United States,Low,Verified,0,6,5892.57,982.09,5588.08,24.33,76,1,1,0,0,0,1,45.28,Medium,P3
CUST000277,Lucas Smith,Private Banking,Italy,Low,Verified,0,10,418.75,41.88,153.57,25.4,55,4,0,1,3,1,1,45.1,Medium,P3
CUST000215,James Green,Retail,United States,Low,Verified,0,7,3528.32,504.05,3365.83,29.43,66,3,0,1,2,0,1,45.06,Medium,P3
CUST000491,Grace Brown,Retail,France,Low,Verified,0,8,741.61,92.7,318.38,24.12,60,3,0,1,2,1,0,45.03,Medium,P3
CUST000548,Oliver Ahmed,Retail,Pakistan,Medium,Verified,0,11,398.49,36.23,169.6,25.09,55,4,0,1,3,1,2,45.02,Medium,P3
CUST000207,Mia Wilson,Retail,United Kingdom,Low,Verified,0,8,2120.5,265.06,1718.51,28.38,62,4,0,1,3,0,1,45.0,Medium,P3
CUST000727,Fatima Patel,Retail,Canada,Low,Verified,0,7,180.34,25.76,76.24,24.0,60,3,0,1,2,1,1,45.0,Medium,P3
CUST000223,Muhammad Ahmed,Private Banking,Spain,Low,Verified,0,11,1404.94,127.72,793.82,24.73,55,4,0,1,3,1,0,44.93,Medium,P3
CUST000659,Amelia Ali,Retail,Germany,Low,Verified,0,13,829.77,63.83,213.36,21.85,61,5,0,1,4,0,1,44.91,Medium,P3
CUST000150,Lucas Thomas,Retail,France,Low,Verified,0,9,234.37,26.04,106.52,22.67,56,3,0,2,1,1,1,44.87,Medium,P3
CUST000108,Noah Clarke,Retail,United States,Low,Verified,0,10,391.04,39.1,107.63,30.3,56,5,0,1,4,0,2,44.78,Medium,P3
CUST000125,Amelia Hall,Retail,Netherlands,Low,Verified,0,10,9635.79,963.58,9140.56,30.0,56,5,0,1,4,0,2,44.7,Medium,P3
CUST000313,Hannah Brown,SME,Canada,Low,Verified,0,8,2512.77,314.1,2002.97,28.62,61,4,0,1,3,0,1,44.6,Medium,P3
CUST000545,James Ali,Retail,France,Low,Verified,0,10,540.1,54.01,163.48,28.6,61,4,0,1,3,0,2,44.6,Medium,P3
CUST000775,Maya Smith,Retail,Italy,Low,Verified,0,13,514.01,39.54,67.97,26.85,53,7,0,0,7,0,2,44.56,Medium,P3
CUST000305,Ethan Khan,Corporate,United Kingdom,Low,Verified,0,9,2841.47,315.72,2516.75,28.33,61,4,0,1,3,0,2,44.53,Medium,P3
CUST000356,Hannah Hussain,Retail,United States,Low,Verified,0,8,690.85,86.36,283.4,31.12,55,3,0,1,2,1,2,44.53,Medium,P3
CUST000771,Muhammad Ali,Private Banking,Netherlands,Low,Verified,0,14,1374.82,98.2,333.79,27.5,48,8,0,0,8,0,2,44.48,Medium,P3
CUST000833,Lucas Thomas,SME,Canada,Low,Verified,0,5,150.3,30.06,78.56,37.0,56,4,0,1,3,0,2,44.45,Medium,P3
CUST000990,Oliver Smith,SME,India,Medium,Verified,0,6,417.4,69.57,175.36,30.17,55,3,0,1,2,1,0,44.29,Medium,P3
CUST000394,Lucas Hall,Retail,United Kingdom,Low,Verified,0,9,507.06,56.34,195.36,27.33,61,4,0,1,3,0,2,44.28,Medium,P3
CUST000555,Adam Ali,Retail,Spain,Low,Verified,0,9,390.33,43.37,171.1,20.89,60,3,0,1,2,1,0,44.22,Medium,P3
CUST000469,Leo Hall,Retail,Canada,Low,Verified,0,10,750.45,75.04,273.77,28.0,56,5,0,1,4,0,3,44.2,Medium,P3
CUST000448,Oliver Brown,Retail,United Arab Emirates,Medium,Verified,0,10,518.44,51.84,139.57,28.0,56,5,0,1,4,0,2,44.2,Medium,P3
CUST000038,Oliver Brown,Retail,Italy,Low,Verified,0,10,592.2,59.22,161.94,26.9,61,4,0,1,3,0,1,44.18,Medium,P3
CUST000932,Maya Patel,Retail,Pakistan,Medium,Verified,0,12,3781.06,315.09,3262.51,26.17,61,4,0,1,3,0,2,43.99,Medium,P3
CUST000614,Leo Ahmed,SME,Turkey,High,Verified,0,9,262.56,29.17,63.93,34.89,56,4,0,1,3,0,3,43.92,Medium,P3
CUST000040,Leo Miller,Corporate,Netherlands,Low,Verified,0,10,4846.73,484.67,4308.14,25.8,61,4,0,1,3,0,1,43.9,Medium,P3
CUST000610,Isabella Patel,SME,Germany,Low,Verified,0,11,2414.66,219.51,1702.82,26.45,56,5,0,1,4,0,1,43.81,Medium,P3
CUST000078,Muhammad Robinson,Retail,United Kingdom,Low,Verified,0,5,162.28,32.46,62.66,33.4,61,3,0,1,2,0,2,43.8,Medium,P3
CUST000966,Hannah Taylor,SME,Spain,Low,Verified,0,12,343.49,28.62,88.78,24.33,66,3,0,1,2,0,2,43.78,Medium,P3
CUST000337,Ali Brown,Retail,Turkey,High,Verified,0,7,234.94,33.56,62.73,34.14,56,4,0,1,3,0,1,43.74,Medium,P3
CUST000762,Ali Brown,Retail,Pakistan,Medium,Verified,0,10,426.38,42.64,82.18,31.9,48,7,0,0,7,0,2,43.58,Medium,P3
CUST000765,Hannah Ahmed,SME,Italy,Low,Verified,0,17,754.9,44.41,101.5,24.65,52,7,0,0,7,0,5,43.56,Medium,P3
CUST000553,Adam Miller,Retail,Nigeria,High,Verified,0,4,206.95,51.74,170.06,41.25,56,3,0,1,2,0,3,43.51,Medium,P3
CUST000045,Sophia Ali,SME,United Kingdom,Low,Verified,0,15,933.61,62.24,193.88,25.2,56,5,0,1,4,0,3,43.5,Medium,P3
CUST000406,Fatima Smith,Retail,United Kingdom,Low,Verified,0,10,725.24,72.52,204.82,25.1,56,5,0,1,4,0,2,43.48,Medium,P3
CUST000009,James Miller,Retail,Spain,Low,Verified,0,13,525.88,40.45,95.47,24.0,61,4,0,1,3,0,2,43.45,Medium,P3
CUST000894,Mia Wright,Retail,United Arab Emirates,Medium,Verified,0,5,569.46,113.89,245.32,31.0,66,2,0,1,1,0,2,43.45,Medium,P3
CUST000127,Zara Patel,Retail,Italy,Low,Verified,0,13,877.89,67.53,479.5,24.46,56,5,0,1,4,0,1,43.32,Medium,P3
CUST000882,Daniel Hall,SME,Singapore,Low,Verified,0,12,1023.98,85.33,556.64,28.0,54,6,0,0,6,0,2,43.3,Medium,P3
CUST000634,Ali Taylor,Retail,Singapore,Low,Verified,0,9,3819.17,424.35,2947.14,33.22,51,6,0,0,6,0,3,43.26,Medium,P3
CUST000746,Leo Khan,Retail,Pakistan,Medium,Verified,0,7,2316.33,330.9,2076.99,30.29,57,4,0,1,3,0,2,43.22,Medium,P3
CUST000053,James Wilson,SME,India,Medium,Verified,0,14,8372.17,598.01,3964.83,30.79,52,6,0,0,6,0,4,43.1,Medium,P3
CUST000396,Zara Miller,Private Banking,Spain,Low,Verified,0,6,453.85,75.64,195.8,27.33,67,2,0,1,1,0,1,42.98,Medium,P3
CUST000007,Ethan Thomas,Retail,Italy,Low,Verified,0,15,3771.47,251.43,3014.08,21.13,57,5,0,1,4,0,3,42.93,Medium,P3
CUST000254,Zara Hussain,SME,Canada,Low,Verified,0,14,571.62,40.83,141.61,30.29,43,8,0,0,8,0,1,42.92,Medium,P3
CUST000354,Noah Wilson,Retail,Nigeria,High,Verified,0,7,208.74,29.82,54.0,37.71,52,5,0,0,5,0,2,42.83,Medium,P3
CUST000669,Hannah Patel,Retail,Italy,Low,Verified,0,7,206.32,29.47,61.31,35.86,53,5,0,0,5,0,4,42.82,Medium,P3
CUST000923,Lucas Ahmed,Retail,Germany,Low,Verified,0,6,268.7,44.78,78.32,29.5,61,2,0,2,0,0,2,42.82,Medium,P3
CUST000890,Aisha Robinson,SME,Italy,Low,Verified,0,8,644.22,80.53,245.71,27.62,62,3,0,1,2,0,1,42.8,Medium,P3
CUST000981,Ethan Khan,Retail,United Arab Emirates,Medium,Verified,0,15,789.06,52.6,130.66,29.4,52,6,0,0,6,0,3,42.75,Medium,P3
CUST000892,Ethan Smith,Corporate,United Kingdom,Low,Verified,0,8,820.01,102.5,327.15,29.88,56,4,0,1,3,0,2,42.67,Medium,P3
CUST000228,Mia Green,Retail,United Kingdom,Low,Verified,0,13,820.61,63.12,162.88,27.23,53,6,0,0,6,0,3,42.66,Medium,P3
CUST000898,Isabella Walker,Corporate,Spain,Low,Verified,0,5,352.75,70.55,247.5,27.8,66,2,0,1,1,0,1,42.65,Medium,P3
CUST000824,Sophia Khan,Retail,Netherlands,Low,Verified,0,14,569.1,40.65,131.79,21.64,56,3,0,1,2,1,1,42.61,Medium,P3
CUST000855,Aisha Young,Retail,Pakistan,Medium,Verified,0,7,401.49,57.36,124.46,29.29,56,4,0,1,3,0,1,42.52,Medium,P3
CUST000187,Lucas Ahmed,SME,Pakistan,Medium,Verified,0,11,879.15,79.92,187.74,25.64,58,4,0,1,3,0,1,42.51,Medium,P3
CUST000931,Lucas Wright,Corporate,Netherlands,Low,Verified,0,10,561.89,56.19,155.15,28.2,61,3,0,1,2,0,3,42.5,Medium,P3
CUST000483,Lucas Walker,Retail,United Arab Emirates,Medium,Verified,0,14,8457.7,604.12,7922.8,26.14,53,6,0,0,6,0,2,42.39,Medium,P3
CUST000085,Leo Robinson,Retail,Italy,Low,Verified,0,8,3857.57,482.2,3667.44,27.75,61,3,0,1,2,0,1,42.39,Medium,P3
CUST000309,Amelia Taylor,Retail,India,Medium,Verified,0,14,1067.06,76.22,232.61,26.07,53,6,0,0,6,0,2,42.37,Medium,P3
CUST000857,Grace Brown,Retail,Canada,Low,Verified,0,9,525.73,58.41,183.97,27.56,61,3,0,1,2,0,2,42.34,Medium,P3
CUST000856,Amelia Ahmed,Retail,Spain,Low,Verified,0,8,266.04,33.26,62.64,33.12,49,6,0,0,6,0,3,42.33,Medium,P3
CUST000891,Noah Thomas,Retail,Germany,Low,Verified,0,8,475.82,59.48,192.76,27.5,61,2,0,2,0,0,2,42.32,Medium,P3
CUST000734,Mia Brown,SME,Germany,Low,Verified,0,9,347.9,38.66,109.57,28.33,56,4,0,1,3,0,1,42.28,Medium,P3
CUST000575,Mia Ali,Retail,Netherlands,Low,Verified,0,11,1160.99,105.54,240.12,27.45,52,6,0,0,6,0,1,42.26,Medium,P3
CUST000435,Noah Ali,SME,Italy,Low,Verified,0,9,507.69,56.41,200.22,28.22,56,4,0,1,3,0,1,42.26,Medium,P3
CUST000197,Ethan Hussain,Retail,Canada,Low,Verified,0,8,504.16,63.02,323.29,28.25,56,4,0,1,3,0,1,42.26,Medium,P3
CUST000453,Mia Wilson,Retail,India,Medium,Verified,0,11,432.11,39.28,85.1,22.0,55,3,0,1,2,1,0,42.25,Medium,P3
CUST000556,Maya Davies,Retail,United Arab Emirates,Medium,Verified,0,9,490.43,54.49,174.21,31.67,54,5,0,0,5,0,2,42.22,Medium,P3
CUST000256,Amelia Ahmed,Retail,France,Low,Verified,0,12,406.58,33.88,82.0,27.17,52,6,0,0,6,0,1,42.19,Medium,P3
CUST000272,Mia Clarke,Retail,Pakistan,Medium,Verified,0,16,502.0,31.38,90.22,24.19,49,7,0,0,7,0,3,42.1,Medium,P3
CUST000455,Leo Patel,Retail,United States,Low,Verified,0,11,1063.27,96.66,329.05,20.27,60,2,0,1,1,1,0,42.07,Medium,P3
CUST000642,Leo Green,SME,Netherlands,Low,Verified,0,9,4201.21,466.8,3869.43,25.33,57,4,0,1,3,0,1,41.98,Medium,P3
CUST000364,Zara Wright,Retail,Netherlands,Low,Verified,0,9,314.2,34.91,84.2,25.78,56,4,0,1,3,0,1,41.64,Medium,P3
CUST000057,James Hussain,Retail,France,Low,Verified,0,14,544.2,38.87,91.45,23.07,53,6,0,0,6,0,1,41.62,Medium,P3
CUST000289,Maya Taylor,Retail,France,Low,Verified,0,9,555.49,61.72,148.91,25.11,56,4,0,1,3,0,1,41.48,Medium,P3
CUST000961,Noah Smith,Retail,Pakistan,Medium,Verified,0,10,680.84,68.08,177.61,23.6,61,3,0,1,2,0,1,41.35,Medium,P3
CUST000620,Aisha Jones,Corporate,Canada,Low,Verified,0,13,718.28,55.25,217.88,24.23,56,4,0,1,3,0,3,41.26,Medium,P3
CUST000794,Lucas Green,Retail,France,Low,Verified,0,10,513.49,51.35,121.58,28.9,40,6,0,0,6,1,0,41.22,Medium,P3
CUST000110,Hannah Thomas,Retail,Netherlands,Low,Verified,0,11,753.16,68.47,188.53,24.09,56,4,0,1,3,0,2,41.22,Medium,P3
CUST000315,Isabella Brown,Retail,Canada,Low,Verified,0,13,827.74,63.67,164.15,23.92,56,4,0,1,3,0,2,41.18,Medium,P3
CUST000635,Maya Khan,Retail,Pakistan,Medium,Verified,0,12,608.34,50.7,205.01,29.08,53,5,0,0,5,0,3,41.12,Medium,P3
CUST000286,Daniel Miller,Retail,United States,Low,Verified,0,11,539.4,49.04,197.26,23.64,56,4,0,1,3,0,3,41.11,Medium,P3
CUST000840,Mia Ahmed,Retail,United Kingdom,Low,Verified,0,8,7541.19,942.65,7129.74,29.0,53,5,0,0,5,0,0,41.1,Medium,P3
CUST000949,Amelia Wilson,Corporate,France,Low,Verified,0,8,1231.27,153.91,479.8,30.75,52,5,0,0,5,0,1,41.09,Medium,P3
CUST000444,Sophia Khan,Retail,Netherlands,Low,Verified,0,9,278.24,30.92,76.85,28.89,53,5,0,0,5,0,1,41.07,Medium,P3
CUST000447,Muhammad Hall,Retail,Netherlands,Low,Verified,0,7,188.7,26.96,77.98,29.86,48,4,0,0,4,1,1,41.06,Medium,P3
CUST000464,Grace Robinson,Retail,Canada,Low,Verified,0,7,510.18,72.88,166.55,31.43,56,3,0,1,2,0,1,41.06,Medium,P3
CUST000819,Sophia Wilson,SME,United States,Low,Verified,0,11,911.88,82.9,273.2,23.36,56,4,0,1,3,0,2,41.04,Medium,P3
CUST000665,Ethan Smith,Retail,Pakistan,Medium,Verified,0,6,836.83,139.47,543.66,36.67,53,4,0,0,4,0,2,41.02,Medium,P3
CUST000872,Maya Thomas,Retail,United Arab Emirates,Medium,Verified,0,11,9998.37,908.94,8429.64,28.55,53,5,0,0,5,0,0,40.99,Medium,P3
CUST000887,Daniel Khan,Retail,Canada,Low,Verified,0,6,169.05,28.18,94.04,29.17,57,3,0,1,2,0,2,40.94,Medium,P3
CUST000307,Ethan Robinson,Private Banking,United Arab Emirates,Medium,Verified,0,12,6795.89,566.32,4201.53,21.92,61,3,0,1,2,0,3,40.93,Medium,P3
CUST000349,Adam Patel,Retail,India,Medium,Verified,0,11,366.48,33.32,120.43,29.18,48,6,0,0,6,0,1,40.9,Medium,P3
CUST000864,Ali Patel,Retail,France,Low,Verified,0,7,467.93,66.85,231.98,30.71,56,3,0,1,2,0,2,40.88,Medium,P3
CUST000017,Ali Green,Retail,Spain,Low,Verified,0,12,2613.96,217.83,1708.85,29.0,48,6,0,0,6,0,2,40.85,Medium,P3
CUST000362,Ethan Taylor,SME,India,Medium,Verified,0,13,4029.29,309.95,3341.92,21.08,61,3,0,1,2,0,3,40.72,Medium,P3
CUST000186,Sophia Hall,Retail,Netherlands,Low,Verified,0,11,439.83,39.98,93.19,26.64,49,4,0,0,4,1,1,40.71,Medium,P3
CUST000520,Ethan Ahmed,SME,Italy,Low,Verified,0,12,592.3,49.36,131.85,27.58,44,7,0,0,7,0,0,40.7,Medium,P3
CUST000418,Ethan Khan,Retail,France,Low,Verified,0,14,958.56,68.47,195.67,26.0,49,6,0,0,6,0,1,40.55,Medium,P3
CUST000803,Sophia Walker,Retail,Canada,Low,Verified,0,5,270.7,54.14,218.06,28.4,61,2,0,1,1,0,2,40.55,Medium,P3
CUST000546,Adam Hussain,Retail,France,Low,Verified,0,7,390.99,55.86,228.73,29.14,56,3,0,1,2,0,1,40.48,Medium,P3
CUST000655,Maya Wright,Retail,Italy,Low,Verified,0,7,431.22,61.6,285.38,29.0,56,3,0,1,2,0,3,40.45,Medium,P3
CUST000790,Zara Brown,Retail,Singapore,Low,Verified,0,7,293.53,41.93,94.19,35.86,52,4,0,0,4,0,3,40.36,Medium,P3
CUST000781,James Ali,Retail,Germany,Low,Verified,0,9,506.69,56.3,145.06,26.67,57,3,0,1,2,0,1,40.32,Medium,P3
CUST000883,Oliver Clarke,Retail,United States,Low,Verified,0,6,2384.0,397.33,2290.88,26.5,57,3,0,1,2,0,1,40.28,Medium,P3
CUST000330,Aisha Hussain,Retail,Singapore,Low,Verified,0,6,2073.52,345.59,1807.03,37.0,51,4,0,0,4,0,3,40.2,Medium,P3
CUST000205,Adam Brown,Corporate,United Kingdom,Low,Verified,0,10,461.26,46.13,94.31,26.0,57,3,0,1,2,0,1,40.15,Medium,P3
CUST000763,Ali Miller,Retail,Spain,Low,Verified,0,11,524.95,47.72,106.05,25.0,53,5,0,0,5,0,1,40.1,Medium,P3
CUST000772,Daniel Robinson,Retail,India,Medium,Verified,0,13,1003.64,77.2,334.46,26.69,52,5,0,0,5,0,2,40.07,Medium,P3
CUST000208,Daniel Jones,Private Banking,Germany,Low,Verified,0,5,229.26,45.85,80.69,34.6,52,4,0,0,4,0,1,40.05,Medium,P3
CUST000564,Fatima Wilson,SME,Italy,Low,Verified,0,9,1895.92,210.66,1520.01,26.56,52,5,0,0,5,0,1,40.04,Medium,P3
CUST000359,Ali Davies,Retail,India,Medium,Verified,0,14,975.92,69.71,194.92,24.86,44,7,0,0,7,0,1,40.02,Medium,P3
CUST000296,Aisha Ahmed,Retail,Pakistan,Medium,Verified,0,5,109.53,21.91,35.84,34.4,52,4,0,0,4,0,2,40.0,Medium,P3
CUST000389,Hannah Miller,Retail,Pakistan,Medium,Verified,0,10,12567.98,1256.8,10783.84,22.4,63,2,0,1,1,0,0,39.95,Medium,P3
CUST000310,Isabella Ali,Retail,France,Low,Verified,0,7,2758.82,394.12,2464.49,34.14,43,6,0,0,6,0,2,39.89,Medium,P3
CUST000815,Aisha Young,Retail,United Arab Emirates,Medium,Verified,0,13,677.64,52.13,137.75,24.92,48,6,0,0,6,0,1,39.83,Medium,P3
CUST000140,Hannah Smith,Retail,Germany,Low,Verified,0,7,813.67,116.24,358.4,26.14,56,3,0,1,2,0,1,39.74,Medium,P3
CUST000248,Hannah Green,Retail,Germany,Low,Verified,0,7,447.59,63.94,179.57,26.14,56,3,0,1,2,0,1,39.74,Medium,P3
CUST000601,Noah Davies,Retail,Germany,Low,Verified,0,12,1006.78,83.9,285.58,25.25,52,5,0,0,5,0,2,39.71,Medium,P3
CUST000731,Ali Brown,SME,India,Medium,Verified,0,7,530.05,75.72,143.98,30.43,53,4,0,0,4,0,2,39.46,Medium,P3
CUST000297,Ethan Ahmed,SME,Singapore,Low,Verified,0,6,354.49,59.08,158.48,24.83,56,3,0,1,2,0,1,39.41,Medium,P3
CUST000808,Lucas Patel,Corporate,Spain,Low,Verified,0,8,412.73,51.59,107.85,29.88,53,4,0,0,4,0,2,39.32,Medium,P3
CUST000288,Maya Brown,Retail,United States,Low,Verified,0,9,2187.23,243.03,1889.6,29.0,49,5,0,0,5,0,4,39.3,Medium,P3
CUST000317,Muhammad Clarke,Retail,United Kingdom,Low,Verified,0,7,445.95,63.71,177.78,29.14,53,4,0,0,4,0,1,39.14,Medium,P3
CUST000303,Leo Robinson,Retail,Pakistan,Medium,Verified,0,12,565.33,47.11,101.66,21.92,57,3,0,1,2,0,1,39.13,Medium,P3
CUST000348,Ali Brown,Private Banking,Pakistan,Medium,Verified,0,3,405.23,135.08,366.37,30.33,61,1,0,1,0,0,1,39.03,Medium,P3
CUST000055,Noah Hussain,Retail,Singapore,Low,Verified,0,8,2217.36,277.17,1858.14,22.25,61,2,0,1,1,0,1,39.01,Medium,P3
CUST000377,Mia Clarke,Retail,United Kingdom,Low,Verified,0,7,7923.4,1131.91,5111.26,30.29,52,4,0,0,4,0,1,38.97,Medium,P3
CUST000641,Ethan Hussain,Retail,United Arab Emirates,Medium,Verified,0,11,4285.99,389.64,3240.29,22.55,56,3,0,1,2,0,3,38.84,Medium,P3
CUST000487,Noah Patel,Retail,France,Low,Verified,0,11,410.1,37.28,136.76,27.82,44,6,0,0,6,0,1,38.76,Medium,P3
CUST000403,Sophia Young,SME,United Kingdom,Low,Verified,0,12,587.25,48.94,158.83,22.25,56,3,0,1,2,0,2,38.76,Medium,P3
CUST000130,Lucas Brown,Retail,Spain,Low,Verified,0,6,198.58,33.1,72.47,34.67,49,4,0,0,4,0,1,38.72,Medium,P3
CUST000166,Lucas Young,Private Banking,Singapore,Low,Verified,0,11,575.87,52.35,135.03,22.0,56,3,0,1,2,0,1,38.7,Medium,P3
CUST000246,Adam Davies,SME,Turkey,High,Verified,0,7,248.59,35.51,72.7,29.86,56,2,0,1,1,0,2,38.66,Medium,P3
