ml_alert_id,ml_alert_status,ml_alert_type,ml_alert_priority,ml_alert_owner,ml_recommended_action,transaction_id,transaction_timestamp,customer_id,full_name,account_id,merchant_id,merchant_name,merchant_category,amount,currency,channel,status,rule_based_risk_score,risk_band,alert_priority,ml_anomaly_score,anomaly_score_percentile,ml_anomaly_flag,ml_anomaly_band,ml_reason_codes,combined_risk_signal,suspicious_label,ml_scored_at
ML-ANOMALY-000771,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007193,2026-05-15 02:09:21,CUST000975,Ethan Patel,ACC000669,MER000179,Cash Withdrawal Merchant 179,Cash Withdrawal,14.74,GBP,ATM,Completed,67,High,P2,-0.011220840928199471,92.3,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000772,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003445,2026-05-21 03:08:12,CUST000989,Zara Jones,ACC000931,MER000092,Electronics Merchant 092,Electronics,306.36,USD,E-Commerce,Completed,40,Medium,P3,-0.01122252430694276,92.29,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000773,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005968,2026-03-28 10:10:35,CUST000185,Oliver Clarke,ACC000253,MER000145,Crypto Exchange Merchant 145,Crypto Exchange,35.76,GBP,Mobile Banking,Completed,56,High,P2,-0.011322644562138273,92.28,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000774,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008815,2026-01-29 10:40:27,CUST000933,Lucas Wright,ACC000949,MER000249,Crypto Exchange Merchant 249,Crypto Exchange,274.12,GBP,ATM,Reversed,48,Medium,P3,-0.011324326982832311,92.27,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000775,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006862,2026-02-26 02:11:21,CUST000732,Amelia Hall,ACC000881,MER000083,Cash Withdrawal Merchant 083,Cash Withdrawal,211.28,GBP,Card Present,Completed,62,High,P2,-0.011336234702285897,92.26,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000776,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007180,2026-01-27 00:17:12,CUST000124,Daniel Hall,ACC000265,MER000112,Crypto Exchange Merchant 112,Crypto Exchange,80.5,GBP,API,Completed,71,High,P2,-0.011370664560097776,92.25,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000777,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00000020,2026-06-23 02:43:58,CUST000297,Ethan Ahmed,ACC000101,MER000209,Gambling Merchant 209,Gambling,158.48,EUR,Mobile Banking,Completed,66,High,P2,-0.011418658081728261,92.24,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000778,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007346,2026-02-13 13:50:08,CUST000307,Ethan Robinson,ACC000896,MER000184,Travel Merchant 184,Travel,43.07,EUR,E-Commerce,Completed,10,Low,No Alert,-0.011418794763601636,92.23,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000779,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006406,2026-02-05 00:41:40,CUST000982,Fatima Davies,ACC001002,MER000027,Electronics Merchant 027,Electronics,63.62,EUR,Mobile Banking,Completed,38,Medium,P3,-0.01142136640002922,92.22,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000780,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002625,2026-02-25 20:52:30,CUST000353,Oliver Hussain,ACC001128,MER000042,Fuel Merchant 042,Fuel,197.36,EUR,E-Commerce,Completed,28,Low,No Alert,-0.011449074520833713,92.21,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000781,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006307,2026-05-04 11:16:45,CUST000676,Sophia Wright,ACC000065,MER000028,Fuel Merchant 028,Fuel,2679.82,GBP,Card Present,Completed,33,Medium,P3,-0.011491975837685964,92.2,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000782,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007769,2026-02-07 03:19:06,CUST000539,Zara Wright,ACC001078,MER000109,Groceries Merchant 109,Groceries,39.8,GBP,Branch,Completed,58,High,P2,-0.011495372700309647,92.19,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000783,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009137,2026-04-28 19:17:14,CUST000699,Leo Young,ACC000890,MER000015,Money Transfer Merchant 015,Money Transfer,153.49,GBP,ATM,Completed,81,Critical,P1,-0.011496238545078197,92.18,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000784,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009972,2026-05-13 21:41:00,CUST000407,Mia Green,ACC001259,MER000147,Gambling Merchant 147,Gambling,34.23,GBP,Mobile Banking,Pending,56,High,P2,-0.011706101113566514,92.17,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000785,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006687,2026-02-18 03:39:57,CUST000715,Oliver Robinson,ACC000895,MER000080,Cash Withdrawal Merchant 080,Cash Withdrawal,23.11,GBP,Mobile Banking,Failed,39,Medium,P3,-0.011753998301717639,92.16,0,Medium,UNUSUAL_TRANSACTION_HOUR; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000786,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006557,2026-04-20 20:15:16,CUST000936,Fatima Wright,ACC001056,MER000218,Money Transfer Merchant 218,Money Transfer,32.25,GBP,ATM,Failed,38,Medium,P3,-0.01180331117204475,92.15,0,Medium,HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000787,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008069,2026-03-21 02:48:59,CUST000540,Oliver Ali,ACC000952,MER000235,Restaurants Merchant 235,Restaurants,20.82,USD,Card Present,Completed,58,High,P2,-0.011813988474642767,92.14,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000788,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004413,2026-06-03 06:26:24,CUST000414,Maya Smith,ACC000863,MER000092,Electronics Merchant 092,Electronics,84.07,GBP,Mobile Banking,Completed,0,Low,No Alert,-0.011990634621236895,92.13,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000789,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006731,2026-03-25 20:53:28,CUST000591,Ali Hall,ACC000020,MER000021,Crypto Exchange Merchant 021,Crypto Exchange,27.75,EUR,ATM,Completed,68,High,P2,-0.012049840771555353,92.12,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000790,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003430,2026-07-02 14:58:06,CUST000309,Amelia Taylor,ACC001219,MER000100,Electronics Merchant 100,Electronics,120.86,USD,E-Commerce,Completed,28,Low,No Alert,-0.012051660884244364,92.11,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000791,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007692,2026-02-09 22:03:44,CUST000570,Ethan Davies,ACC000168,MER000086,Subscription Merchant 086,Subscription,69.73,GBP,ATM,Pending,5,Low,No Alert,-0.012140144852316681,92.1,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000792,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008012,2026-04-05 16:19:02,CUST000012,Maya Walker,ACC000219,MER000111,Groceries Merchant 111,Groceries,2235.06,GBP,Mobile Banking,Completed,53,Medium,P3,-0.012186595699336056,92.09,0,Medium,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000793,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004464,2026-06-05 19:57:59,CUST000085,Leo Robinson,ACC000589,MER000054,Groceries Merchant 054,Groceries,21.34,USD,ATM,Pending,5,Low,No Alert,-0.012207810538129693,92.08,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000794,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005677,2026-05-10 20:21:09,CUST000289,Maya Taylor,ACC000618,MER000060,Restaurants Merchant 060,Restaurants,29.14,USD,ATM,Pending,15,Low,No Alert,-0.012211823162041557,92.07,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000795,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002334,2026-04-17 13:14:47,CUST000188,Leo Davies,ACC000967,MER000222,Cash Withdrawal Merchant 222,Cash Withdrawal,26.2,EUR,ATM,Completed,57,High,P2,-0.01223118127460654,92.06,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000796,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004960,2026-02-26 15:06:56,CUST000837,Zara Walker,ACC000527,MER000181,Restaurants Merchant 181,Restaurants,62.58,GBP,E-Commerce,Failed,33,Medium,P3,-0.012263040180616636,92.05,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000797,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004781,2026-03-26 04:57:39,CUST000505,Mia Thomas,ACC000725,MER000242,Cash Withdrawal Merchant 242,Cash Withdrawal,60.53,GBP,ATM,Failed,72,High,P2,-0.012335384671046001,92.04,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000798,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007913,2026-02-05 20:06:38,CUST000067,Aisha Wright,ACC000561,MER000246,Cash Withdrawal Merchant 246,Cash Withdrawal,332.44,GBP,Branch,Completed,42,Medium,P3,-0.012353112728800242,92.03,0,Medium,HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000799,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009778,2026-03-19 08:00:26,CUST000267,Oliver Davies,ACC001239,MER000090,Travel Merchant 090,Travel,12.78,EUR,E-Commerce,Completed,10,Low,No Alert,-0.012398613320012186,92.02,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000800,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002763,2026-05-20 00:53:27,CUST000798,Noah Miller,ACC001285,MER000048,Pharmacy Merchant 048,Pharmacy,14.35,GBP,Mobile Banking,Failed,43,Medium,P3,-0.01246171011143593,92.01,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000801,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007104,2026-02-21 15:24:09,CUST000300,Noah Smith,ACC001090,MER000235,Restaurants Merchant 235,Restaurants,5556.97,GBP,Card Present,Completed,66,High,P2,-0.012473623841258608,92.0,0,Medium,UNUSUALLY_HIGH_AMOUNT; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000802,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008488,2026-07-02 13:03:47,CUST000168,Zara Thomas,ACC000857,MER000217,Electronics Merchant 217,Electronics,89.81,EUR,Mobile Banking,Completed,0,Low,No Alert,-0.012649563880110515,91.99,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000803,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007076,2026-02-24 02:42:12,CUST000276,Leo Jones,ACC000165,MER000065,Money Transfer Merchant 065,Money Transfer,49.47,EUR,Branch,Completed,48,Medium,P3,-0.012652046340496492,91.98,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000804,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00001532,2026-01-14 10:20:48,CUST000745,Amelia Miller,ACC001177,MER000209,Gambling Merchant 209,Gambling,67.98,GBP,API,Pending,61,High,P2,-0.012654236055092749,91.97,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000805,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006587,2026-02-03 00:37:37,CUST000027,Grace Patel,ACC001223,MER000145,Crypto Exchange Merchant 145,Crypto Exchange,11.28,GBP,Branch,Completed,66,High,P2,-0.012698931782157807,91.96,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000806,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008493,2026-04-29 01:30:33,CUST000819,Sophia Wilson,ACC000317,MER000080,Cash Withdrawal Merchant 080,Cash Withdrawal,60.14,GBP,API,Pending,49,Medium,P3,-0.0126990019876006,91.95,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000807,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009531,2026-06-27 11:10:48,CUST000012,Maya Walker,ACC000536,MER000195,Electronics Merchant 195,Electronics,12.07,USD,Branch,Completed,30,Medium,P3,-0.012699909474935323,91.94,0,Medium,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000808,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007372,2026-05-04 20:34:07,CUST000793,Lucas Robinson,ACC000320,MER000182,Travel Merchant 182,Travel,23.51,USD,Card Present,Completed,55,High,P2,-0.012733600338036721,91.93,0,Medium,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000809,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005736,2026-01-28 13:00:59,CUST000638,Maya Young,ACC000396,MER000158,Pharmacy Merchant 158,Pharmacy,37.54,EUR,Mobile Banking,Completed,10,Low,No Alert,-0.012760777749569352,91.92,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000810,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002373,2026-05-23 18:30:57,CUST000155,Isabella Ahmed,ACC000335,MER000069,Pharmacy Merchant 069,Pharmacy,29.69,GBP,API,Completed,5,Low,No Alert,-0.012791599516128571,91.91,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000811,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00001356,2026-02-14 01:37:44,CUST000859,Daniel Jones,ACC000817,MER000203,Groceries Merchant 203,Groceries,2026.14,GBP,Mobile Banking,Completed,61,High,P2,-0.01279929561383597,91.9,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000812,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008022,2026-05-31 17:56:37,CUST000665,Ethan Smith,ACC000749,MER000237,Fuel Merchant 237,Fuel,543.66,GBP,Card Present,Pending,28,Low,No Alert,-0.012800694731870843,91.89,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000813,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005105,2026-03-10 20:03:44,CUST000404,Leo Young,ACC000250,MER000108,Money Transfer Merchant 108,Money Transfer,14.61,USD,Mobile Banking,Completed,56,High,P2,-0.012842630266458988,91.88,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000814,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006507,2026-06-12 20:39:51,CUST000708,Ethan Brown,ACC000433,MER000200,Cash Withdrawal Merchant 200,Cash Withdrawal,3712.48,GBP,Mobile Banking,Completed,39,Medium,P3,-0.012843097459487252,91.87,0,Medium,HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000815,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009398,2026-06-08 02:01:27,CUST000661,Aisha Ahmed,ACC000722,MER000112,Crypto Exchange Merchant 112,Crypto Exchange,92.12,GBP,Card Present,Completed,100,Critical,P1,-0.012848203767830302,91.86,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000816,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00000126,2026-04-02 22:14:53,CUST000931,Lucas Wright,ACC001122,MER000016,Subscription Merchant 016,Subscription,58.77,GBP,API,Reversed,20,Low,No Alert,-0.012858714909729008,91.85,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000817,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005875,2026-02-05 00:04:38,CUST000177,Lucas Wright,ACC000298,MER000199,Travel Merchant 199,Travel,31.1,GBP,API,Completed,43,Medium,P3,-0.012865756596713185,91.84,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000818,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003890,2026-04-21 00:43:19,CUST000302,Noah Wright,ACC000537,MER000054,Groceries Merchant 054,Groceries,95.27,USD,Card Present,Completed,40,Medium,P3,-0.01291699562236287,91.83,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000819,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003148,2026-06-14 18:21:26,CUST000077,Noah Jones,ACC000862,MER000212,Subscription Merchant 212,Subscription,15.29,USD,API,Completed,60,High,P2,-0.013051794981717768,91.82,0,Medium,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000820,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006567,2026-01-24 01:49:02,CUST000732,Amelia Hall,ACC000881,MER000015,Money Transfer Merchant 015,Money Transfer,43.75,GBP,E-Commerce,Completed,66,High,P2,-0.01307345178119007,91.81,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000821,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003837,2026-05-11 01:29:43,CUST000750,Ali Khan,ACC000380,MER000128,Hotels Merchant 128,Hotels,855.82,USD,Mobile Banking,Completed,20,Low,No Alert,-0.013086391287522814,91.8,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000822,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006174,2026-04-21 14:44:47,CUST000630,Isabella Taylor,ACC000218,MER000007,Fuel Merchant 007,Fuel,25.39,USD,API,Completed,60,High,P2,-0.01309928029602192,91.79,0,Medium,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
